Player;Squad;Nation;Pos;Age;MP;Min;Gls;G-PK;Ast;xG;xAG;Gls/90;G-PK/90;Ast/90;xG/90;xAG/90;Competition;Sh;Sh/90;SoT/90;Passes%;ShortPasses%;MediumPasses%;LongPasses%;A-xAG;TklW/90;Blocks/90;Int/90;Tkl+Int/90;Clr/90;Touches/90;Dribbles/90;Dribbles%;SCA/90;GCA/90;Aerial%;Points/90;xGA;OG;PSxG;PSxG/SoT;PSxG+/-;GA;GA/90;Save%;CS%;SoTA/90;SoTA/GA;SoT/G;G-xG;PassesCompleted/90;PassesAttempted/90;ShortPassesCompleted/90;MediumPassesCompleted/90;LongPassesCompleted/90;TotDistPasses/90;PrgDistPasses/90;xA/90;KP/90;FinalThirdPasses/90;PPA/90;CrsPA/90;PassesProgressive/90;xGA/90;Recov/90;Fls/90;Fld/90;AerialW/90;xGD;xGD/90;MP_Squad
Harvey Barnes;Newcastle Utd;ENG;FW,MF;26;18;698;4;4;3;2.9;3.2;0.52;0.52;0.39;0.38;0.41;Premier League;24;3.09;1.29;76.7;86.7;80.0;38.5;-0.2;0.06;0.0;0.17;0.44;0.11;17.22;0.33;26.1;3.09;0.64;36.4;1.83;8.8;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;1.1;10.06;13.11;6.5;3.11;0.28;140.5;35.39;0.11;0.72;0.5;0.78;0.06;1.56;0.49;2.0;0.22;1.0;0.22;-5.9;-0.10999999999999999;34
Sven Botman;Newcastle Utd;NED;DF;24;17;1377;2;2;2;0.6;1.0;0.13;0.13;0.13;0.04;0.07;Premier League;10;0.65;0.13;90.6;93.5;93.9;74.2;1.0;0.76;1.18;0.53;1.71;3.59;67.88;0.0;0.0;0.92;0.20;66.7;1.35;31.0;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;1.4;54.18;59.82;21.0;27.0;5.76;1001.59;397.65;0.04;0.29;2.24;0.06;0.0;2.06;1.82;4.12;0.53;0.12;2.0;-30.4;-1.78;34
Dan Burn;Newcastle Utd;ENG;DF;31;30;2456;2;2;2;2.8;1.1;0.07;0.07;0.07;0.1;0.04;Premier League;20;0.73;0.18;80.1;86.0;84.4;46.5;0.9;1.0;1.63;1.2;3.1;3.73;60.57;0.13;66.7;0.95;0.15;70.1;1.67;41.0;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;-0.7999999999999998;40.3;50.3;18.87;19.37;1.57;656.0;251.47;0.04;0.33;1.9;0.23;0.1;2.4;1.37;3.8;0.9;0.33;3.13;-38.2;-1.27;34
Amadou Diallo;Newcastle Utd;ENG;MF;21;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;100.0;100.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0;0.00;0.00;0;3.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34
Martin Dúbravka;Newcastle Utd;SVK;GK;35;21;1805;0;0;0;0.0;0.1;0.0;0.0;0.0;0.0;0.01;Premier League;0;0.00;0.00;78.5;98.3;98.0;45.5;-0.1;0.0;0.0;0.0;0.0;0.29;31.05;0.0;0;0.00;0.00;100.0;1.57;40.6;0;38.9;0.29;+0.9;38;1.89;71.2;25.0;5.62;3.11;0.0;0.0;22.48;28.62;5.67;11.9;4.76;518.19;301.52;0.0;0.05;0.05;0.0;0.0;0.0;1.93;1.24;0.1;0.19;0.19;-40.6;-1.93;34
Paul Dummett;Newcastle Utd;WAL;DF;32;4;19;0;0;0;0.0;0.0;0.0;0.0;0.0;0.11;0.0;Premier League;1;4.74;0.00;90.9;100.0;91.7;0.0;0.0;0.0;0.0;0.0;0.25;0.25;6.25;0.0;0;0.00;0.00;100.0;2.50;0.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;5.0;5.5;2.25;2.75;0.0;76.75;17.25;0.0;0.0;0.5;0.0;0.0;0.25;0.23;0.0;0.25;0.0;0.25;-0.9;-0.12000000000000001;34
Anthony Gordon;Newcastle Utd;ENG;FW;23;33;2710;10;9;10;9.3;7.1;0.33;0.3;0.33;0.31;0.24;Premier League;75;2.49;0.93;76.9;87.2;75.3;53.0;2.9;1.0;0.79;0.21;1.82;0.18;39.91;1.39;37.7;4.15;0.93;32.0;1.64;47.5;0;0;0;0;0;0;0.0;0;0.0;0.0;3.11;0.6999999999999993;22.42;29.15;13.79;5.82;1.85;330.82;92.39;0.15;1.48;1.39;1.06;0.33;2.73;1.44;3.73;1.09;1.97;0.24;-38.2;-1.13;34
Bruno Guimarães;Newcastle Utd;BRA;MF;26;34;2993;6;6;6;4.0;5.5;0.18;0.18;0.18;0.12;0.16;Premier League;43;1.29;0.42;84.1;90.5;87.6;64.1;0.5;1.35;1.5;0.94;3.29;0.59;73.79;2.0;55.3;3.85;0.51;40.5;1.65;53.4;0;0;0;0;0;0;0.0;0;0.0;0.0;2.33;2.0;52.29;62.18;24.26;21.5;4.94;903.41;253.09;0.17;1.62;4.91;1.82;0.12;7.59;1.57;6.18;1.41;2.82;0.44;-49.4;-1.4500000000000002;34
Lewis Hall;Newcastle Utd;ENG;DF;19;15;512;0;0;0;0.2;0.1;0.0;0.0;0.0;0.03;0.02;Premier League;6;1.05;0.35;79.1;90.3;83.0;45.0;-0.1;0.93;0.87;0.53;2.07;0.93;28.8;0.27;40.0;1.76;0.18;52.6;1.47;8.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;18.4;23.27;9.33;7.8;1.2;306.27;117.13;0.03;0.07;1.73;0.13;0.07;1.93;0.59;2.53;0.27;0.07;0.67;-8.700000000000001;-0.5599999999999999;34
Alexander Isak;Newcastle Utd;SWE;FW;24;27;2018;20;15;1;18.9;2.3;0.89;0.67;0.04;0.84;0.1;Premier League;64;2.85;1.43;77.6;84.8;82.2;66.7;-1.3;0.0;0.56;0.19;0.33;0.37;23.67;1.48;60.6;2.81;0.31;16.7;1.52;39.4;0;0;0;0;0;0;0.0;0;0.0;0.0;2.13;1.1000000000000014;12.59;16.22;7.63;3.93;0.52;181.07;40.07;0.08;0.85;0.96;0.7;0.0;2.44;1.46;1.22;0.48;0.44;0.26;-20.5;-0.62;34
Joelinton;Newcastle Utd;BRA;MF,FW;27;17;1147;2;2;1;2.3;2.1;0.16;0.16;0.08;0.18;0.16;Premier League;15;1.18;0.39;83.8;88.5;88.8;84.2;-1.1;1.35;1.24;1.06;3.06;0.65;42.12;0.94;48.5;3.14;0.24;31.7;1.47;23.2;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;-0.2999999999999998;27.18;32.41;16.35;8.41;0.94;375.88;93.76;0.04;1.12;1.88;0.47;0.0;2.88;1.36;4.47;1.53;1.24;0.76;-20.9;-1.1800000000000002;34
Loris Karius;Newcastle Utd;GER;GK;30;1;90;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;56.8;100.0;100.0;16.7;0.0;0.0;0.0;0.0;0.0;1.0;41.0;0.0;0;0.00;0.00;0;0.00;2.8;1;2.0;0.29;-1.0;4;4.00;42.9;0.0;7.0;1.75;0.0;0.0;21.0;37.0;4.0;14.0;3.0;507.0;279.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8;0.0;0.0;0.0;0.0;-2.8;-2.8;34
Emil Krafth;Newcastle Utd;SWE;DF;29;14;643;0;0;0;0.2;0.8;0.0;0.0;0.0;0.02;0.12;Premier League;3;0.42;0.00;83.5;89.9;90.2;42.9;-0.8;1.0;0.5;0.5;1.93;0.93;33.29;0.14;50.0;1.82;0.14;45.0;1.79;8.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;23.93;28.64;12.71;9.86;0.86;361.57;150.64;0.04;0.5;1.5;0.71;0.43;1.57;0.63;2.36;0.5;0.36;0.64;-8.600000000000001;-0.61;34
Jamaal Lascelles;Newcastle Utd;ENG;DF;30;16;1080;1;1;0;0.7;0.1;0.08;0.08;0.0;0.06;0.01;Premier League;6;0.50;0.08;86.4;91.6;91.0;47.5;-0.1;0.56;1.06;0.31;1.19;2.62;54.5;0.06;33.3;0.67;0.00;66.2;1.44;17.5;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.30000000000000004;41.81;48.38;15.75;23.94;1.81;726.0;230.88;0.01;0.12;2.38;0.06;0.0;1.94;1.09;3.31;1.06;0.12;2.94;-16.8;-1.03;34
Valentino Livramento;Newcastle Utd;ENG;DF;21;25;1224;1;1;0;0.4;0.8;0.07;0.07;0.0;0.03;0.06;Premier League;4;0.29;0.15;86.0;92.1;86.0;53.3;-0.8;0.52;0.6;0.92;1.84;1.48;34.64;0.64;55.2;2.50;0.37;60.0;1.76;27.1;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.6;24.76;28.8;15.36;7.84;0.96;357.88;100.56;0.03;0.44;1.96;0.56;0.12;1.96;1.08;3.0;0.12;1.04;0.48;-26.700000000000003;-1.05;34
Sean Longstaff;Newcastle Utd;ENG;MF;26;32;2514;5;5;2;4.9;1.9;0.18;0.18;0.07;0.18;0.07;Premier League;36;1.29;0.43;79.9;86.7;81.3;63.8;0.1;0.91;1.25;0.47;2.12;0.69;44.75;0.25;42.1;1.68;0.25;42.1;1.56;46.8;0;0;0;0;0;0;0.0;0;0.0;0.0;2.4;0.09999999999999964;28.88;36.16;15.94;10.22;1.88;446.94;146.19;0.08;0.56;2.38;0.78;0.12;4.12;1.46;3.44;0.72;1.03;0.5;-41.9;-1.28;34
Lewis Miley;Newcastle Utd;ENG;MF;18;17;1202;1;1;3;1.2;1.7;0.07;0.07;0.22;0.09;0.13;Premier League;13;0.97;0.22;82.4;86.1;86.7;60.0;1.3;1.24;1.18;0.47;2.41;1.06;39.65;0.47;47.1;2.32;0.37;47.8;1.18;30.1;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;-0.19999999999999996;25.94;31.47;15.0;8.41;1.41;387.06;95.0;0.08;0.71;1.53;0.71;0.12;3.12;1.77;4.59;0.29;0.35;0.65;-28.900000000000002;-1.68;34
Alex Murphy;Newcastle Utd;IRL;DF,FW;19;2;13;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;100.0;100.0;100.0;100.0;0.0;0.5;0.5;0.5;1.0;0.0;10.5;0.0;0;0.00;0.00;0;3.00;0.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;8.5;8.5;5.0;2.5;1.0;137.5;40.5;0.0;0.0;1.0;0.0;0.0;0.5;0.05;1.0;1.0;0.0;0.0;-0.1;-0.05;34
Jacob Murphy;Newcastle Utd;ENG;FW,DF;29;18;994;2;2;6;1.4;4.3;0.18;0.18;0.54;0.12;0.39;Premier League;24;2.17;0.54;66.4;81.2;68.7;30.9;1.7;0.5;0.83;0.28;1.28;0.72;31.5;0.72;50.0;4.25;0.63;18.2;2.06;15.0;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.6000000000000001;16.11;24.28;9.33;5.61;0.94;248.28;97.72;0.17;1.5;1.56;1.5;0.33;2.61;0.83;3.0;0.39;0.61;0.11;-13.6;-0.71;34
Michael Ndiweni;Newcastle Utd;ENG;FW;20;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;50.0;0;100.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0.00;0.00;0;3.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;16.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34
Ben Parkinson;Newcastle Utd;ENG;FW;19;1;25;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;33.3;0.0;50.0;0;0.0;0.0;1.0;0.0;0.0;1.0;6.0;0.0;0;0.00;0.00;0.0;0.00;1.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7;0.0;0.0;0.0;0.0;-1.7;-1.7;34
Nick Pope;Newcastle Utd;ENG;GK;32;14;1255;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;1;0.07;0.00;78.7;98.2;98.2;49.3;0.0;0.0;0.0;0.0;0.0;0.5;28.57;0.0;0;0.07;0.00;75.0;1.86;14.0;0;15.1;0.30;+1.1;14;1.00;73.6;35.7;3.79;3.79;0.0;0.0;20.64;26.21;3.93;11.57;5.07;520.5;310.5;0.0;0.0;0.36;0.0;0.0;0.0;1.0;0.93;0.0;0.14;0.21;-14.0;-1.0;34
Matt Ritchie;Newcastle Utd;SCO;FW,MF;34;13;128;1;1;0;1.0;0.0;0.7;0.7;0.0;0.68;0.0;Premier League;6;4.22;2.81;75.3;84.9;84.6;22.2;0.0;0.23;0.23;0.08;0.46;0.38;9.62;0.0;0.0;2.11;0.70;0.0;1.92;4.3;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;0.0;5.38;7.15;3.46;1.69;0.15;73.77;18.0;0.01;0.0;0.38;0.23;0.0;0.62;0.33;0.38;0.15;0.08;0.0;-3.3;0.35000000000000003;34
Fabian Schär;Newcastle Utd;SUI;DF;32;34;2937;4;4;1;2.4;0.7;0.12;0.12;0.03;0.07;0.02;Premier League;33;1.01;0.28;82.9;90.7;91.0;59.9;0.3;0.71;1.41;1.06;2.26;3.79;71.21;0.35;57.1;1.41;0.37;50.4;1.56;55.9;0;0;0;0;0;0;0.0;0;0.0;0.0;2.25;1.6;50.71;61.15;16.97;25.71;7.5;1040.26;427.62;0.04;0.29;4.12;0.53;0.09;3.71;1.64;5.0;1.03;0.76;2.0;-53.5;-1.5699999999999998;34
Matt Targett;Newcastle Utd;ENG;DF;28;3;78;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;Premier League;0;0.00;0.00;87.8;100.0;94.4;66.7;0.0;0.0;0.33;0.0;0.67;0.67;17.0;0.0;0.0;4.62;0.00;0.0;0.33;1.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;12.0;13.67;4.33;5.67;2.0;219.0;62.67;0.0;0.33;0.67;0.0;0.0;0.67;0.53;1.67;0.0;0.67;0.0;-1.6;-0.53;34
Sandro Tonali;Newcastle Utd;ITA;MF;23;8;438;1;1;0;0.7;0.6;0.21;0.21;0.0;0.13;0.13;Premier League;3;0.62;0.41;86.1;92.2;86.2;57.9;-0.6;0.88;0.38;0.25;1.12;0.5;38.38;0.38;50.0;2.47;0.62;100.0;1.63;6.3;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.30000000000000004;30.12;35.0;16.25;11.75;1.38;472.0;108.75;0.06;0.88;2.0;0.5;0.25;2.38;0.79;2.5;1.12;0.75;0.12;-5.6;-0.66;34
Kieran Trippier;Newcastle Utd;ENG;DF;33;25;2163;1;1;10;0.7;7.4;0.04;0.04;0.42;0.03;0.31;Premier League;8;0.33;0.08;76.4;88.7;83.6;48.2;2.6;1.08;1.52;0.92;3.2;2.2;91.08;0.64;72.7;4.12;0.46;65.2;1.48;38.3;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.30000000000000004;63.16;82.72;27.12;28.32;7.08;1151.56;429.16;0.28;2.52;4.4;2.08;0.76;6.04;1.53;6.32;1.08;0.84;1.2;-37.599999999999994;-1.5;34
Joe White;Newcastle Utd;ENG;MF;21;4;13;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;91.7;87.5;100.0;100.0;0.0;0.25;0.0;0.0;0.25;0.0;3.25;0.0;0;0.00;0.00;0.0;1.00;0.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;2.75;3.0;1.75;0.75;0.25;43.0;12.0;0.0;0.0;0.5;0.0;0.0;0.75;0.05;0.5;0.5;0.0;0.0;-0.2;-0.05;34
Joe Willock;Newcastle Utd;ENG;MF;24;9;419;1;1;0;0.8;0.6;0.21;0.21;0.0;0.17;0.12;Premier League;7;1.50;0.64;82.9;92.7;76.4;75.0;-0.6;0.78;0.78;0.11;1.56;0.11;25.0;0.78;38.9;2.80;0.22;50.0;1.56;7.9;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.19999999999999996;15.11;18.22;8.44;4.67;1.33;232.44;73.11;0.07;0.78;1.78;0.33;0.11;1.89;0.88;2.89;0.33;0.33;0.11;-7.1000000000000005;-0.71;34
Callum Wilson;Newcastle Utd;ENG;FW;32;19;981;9;7;1;8.8;0.6;0.83;0.64;0.09;0.81;0.05;Premier League;33;3.03;1.65;64.8;79.3;60.0;42.9;0.4;0.16;0.32;0.11;0.37;0.21;15.68;0.68;41.9;2.02;0.37;36.0;1.58;12.2;0;0;0;0;0;0;0.0;0;0.0;0.0;2.57;0.1999999999999993;5.42;8.37;3.42;1.26;0.16;65.42;9.68;0.03;0.42;0.16;0.11;0.0;0.47;0.64;0.89;0.79;0.89;0.47;-3.3999999999999986;0.17000000000000004;34
Zeki Amdouni;Burnley;SUI;FW;23;32;1876;5;4;1;5.4;1.4;0.24;0.19;0.05;0.26;0.07;Premier League;44;2.11;1.01;79.0;81.2;87.1;70.6;-0.4;0.56;0.69;0.25;1.09;0.31;23.47;0.91;33.7;2.25;0.19;20.6;0.66;34.6;0;0;0;0;0;0;0.0;0;0.0;0.0;5.25;-0.40000000000000036;11.75;14.88;6.34;4.22;0.75;186.66;35.25;0.04;0.47;0.88;0.28;0.0;1.47;1.08;2.47;0.66;1.16;0.44;-29.200000000000003;-0.8200000000000001;35
Lorenz Assignon;Burnley;TOG;DF;23;13;1099;1;1;2;0.4;2.6;0.08;0.08;0.16;0.03;0.21;Premier League;8;0.66;0.33;71.6;80.7;76.2;33.3;-0.6;1.15;1.62;1.23;3.62;2.85;45.62;1.0;43.3;1.80;0.16;41.4;0.85;24.8;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;0.6;23.62;33.0;12.23;10.08;0.69;360.62;134.85;0.12;1.0;1.23;0.69;0.38;2.38;1.91;4.46;2.15;1.0;0.92;-24.400000000000002;-1.88;35
Jóhann Berg Guðmundsson;Burnley;ISL;MF,FW;33;25;1147;1;1;3;1.8;2.7;0.08;0.08;0.24;0.14;0.21;Premier League;14;1.10;0.39;72.9;89.3;79.2;49.2;0.3;0.16;0.56;0.64;1.16;0.64;24.92;0.16;26.7;3.84;0.39;40.0;0.52;20.5;0;0;0;0;0;0;0.0;0;0.0;0.0;5.0;-0.8;14.92;20.48;6.04;6.08;2.32;284.12;87.24;0.1;1.36;1.44;0.72;0.24;2.2;0.82;2.2;0.36;0.8;0.56;-18.7;-0.6799999999999999;35
Sander Berge;Burnley;NOR;MF;26;35;2825;1;1;1;1.9;2.0;0.03;0.03;0.03;0.06;0.06;Premier League;25;0.80;0.10;87.0;88.3;91.8;79.4;-1.0;1.26;1.31;0.66;2.74;1.69;49.11;0.51;47.4;1.91;0.19;57.3;0.66;59.1;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;-0.8999999999999999;34.91;40.11;14.49;16.66;3.09;614.8;123.89;0.04;0.71;3.2;0.4;0.03;4.26;1.69;5.43;1.06;0.51;1.8;-57.2;-1.63;35
Jordan Beyer;Burnley;GER;DF;23;15;1234;0;0;1;0.5;0.3;0.0;0.0;0.07;0.04;0.02;Premier League;5;0.36;0.00;89.0;90.6;94.4;69.6;0.7;1.33;1.47;1.07;3.4;4.53;68.13;0.27;57.1;0.73;0.07;51.9;0.73;20.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;51.07;57.4;18.0;28.07;4.27;948.8;250.6;0.01;0.2;1.87;0.07;0.0;1.67;1.37;3.8;0.73;0.4;1.87;-20.0;-1.33;35
Josh Brownhill;Burnley;ENG;MF;28;32;2236;4;4;2;1.9;1.9;0.16;0.16;0.08;0.08;0.08;Premier League;28;1.13;0.44;76.7;84.6;78.8;47.7;0.1;1.09;1.0;1.06;2.97;1.25;41.66;0.22;53.8;2.66;0.24;50.0;0.69;44.0;0;0;0;0;0;0;0.0;0;0.0;0.0;2.75;2.1;26.09;34.03;13.88;9.53;1.66;404.06;105.31;0.06;0.97;2.12;0.47;0.0;2.69;1.38;3.84;1.19;0.75;1.03;-42.1;-1.2999999999999998;35
Jacob Bruun Larsen;Burnley;DEN;MF,FW;25;30;1124;5;4;0;4.5;1.0;0.4;0.32;0.0;0.36;0.08;Premier League;38;3.04;0.96;72.1;80.4;75.9;61.4;-1.0;0.1;0.5;0.2;0.47;0.7;21.43;0.57;37.0;3.20;0.00;29.7;0.73;20.7;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.5;11.37;15.77;6.17;3.67;1.17;186.67;42.47;0.05;0.7;0.3;0.4;0.07;1.13;0.69;1.87;0.4;0.23;0.37;-16.2;-0.32999999999999996;35
Jack Cork;Burnley;ENG;MF;34;3;19;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;66.7;66.7;100.0;33.3;0.0;0.0;0.0;0.0;0.67;0.33;9.0;0.0;0;4.74;0.00;0.0;0.33;0.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;5.33;8.0;2.0;2.67;0.33;84.0;13.0;0.0;0.0;1.0;0.0;0.0;0.67;0.03;0.67;0.67;0.33;0.0;-0.1;-0.03;35
Josh Cullen;Burnley;IRL;MF;28;23;1888;1;1;3;0.4;1.8;0.05;0.05;0.14;0.02;0.09;Premier League;13;0.62;0.14;85.0;92.5;89.4;53.7;1.2;1.13;1.22;0.61;2.22;1.13;62.26;0.13;23.1;3.00;0.38;45.0;0.70;41.2;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.6;46.7;54.96;24.65;18.26;2.87;749.52;192.0;0.1;1.09;4.48;0.7;0.13;4.83;1.79;5.7;1.0;2.04;0.78;-40.800000000000004;-1.77;35
Ameen Al-Dakhil;Burnley;BEL;DF;22;13;1056;1;1;0;1.3;0.1;0.09;0.09;0.0;0.11;0.01;Premier League;8;0.68;0.26;84.3;94.5;87.2;54.5;-0.1;0.38;1.0;0.92;1.85;2.92;57.62;0.23;60.0;0.68;0.09;37.8;0.38;20.3;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;-0.30000000000000004;41.31;49.0;16.0;21.54;3.23;741.69;226.08;0.05;0.15;1.0;0.15;0.0;2.69;1.56;3.85;0.46;0.31;1.08;-19.0;-1.45;35
David Datro Fofana;Burnley;CIV;FW;21;14;875;4;4;1;4.5;1.8;0.41;0.41;0.1;0.46;0.19;Premier League;19;1.95;1.03;67.4;71.0;73.5;83.3;-0.8;0.36;0.57;0.07;0.79;0.14;21.71;1.07;36.6;1.85;0.21;28.3;0.79;17.2;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;-0.5;8.29;12.29;4.71;2.57;0.36;111.64;24.5;0.02;0.57;0.64;0.36;0.07;1.07;1.23;1.5;1.14;0.71;0.93;-12.7;-0.77;35
Hannes Delcroix;Burnley;BEL;DF;25;12;589;0;0;0;0.4;0.2;0.0;0.0;0.0;0.05;0.03;Premier League;4;0.61;0.31;85.7;93.5;87.7;51.6;-0.2;0.5;0.75;0.75;1.58;2.17;34.92;0.25;50.0;1.07;0.00;47.1;0.67;16.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;25.0;29.17;12.08;11.25;1.33;411.0;138.83;0.01;0.33;2.0;0.25;0.17;1.5;1.34;2.42;0.5;0.0;0.67;-15.700000000000001;-1.29;35
Hjalmar Ekdal;Burnley;SWE;DF;25;8;437;0;0;0;0.1;0.1;0.0;0.0;0.0;0.01;0.01;Premier League;2;0.41;0.21;88.0;93.0;90.8;70.6;-0.1;0.25;1.25;0.75;1.25;2.62;33.5;0.25;66.7;0.41;0.00;30.8;0.88;7.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;23.88;27.12;8.25;13.62;1.5;425.5;117.25;0.0;0.12;1.0;0.0;0.0;1.38;0.96;3.25;1.0;0.25;0.5;-7.6000000000000005;-0.95;35
Maxime Estève;Burnley;FRA;DF;21;14;1129;0;0;0;0.2;0.0;0.0;0.0;0.0;0.01;0.0;Premier League;5;0.40;0.00;83.0;88.4;90.2;43.9;0.0;0.57;1.43;1.57;3.21;3.57;59.64;0.07;33.3;0.48;0.00;53.3;0.86;24.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;41.21;49.64;17.5;21.0;2.07;703.36;176.64;0.01;0.07;2.14;0.0;0.0;2.36;1.74;3.71;1.43;1.14;1.71;-24.1;-1.73;35
Lyle Foster;Burnley;RSA;FW,MF;23;22;1723;5;5;3;4.5;1.8;0.26;0.26;0.16;0.23;0.09;Premier League;34;1.78;0.84;66.3;72.7;72.8;64.7;1.2;0.45;0.59;0.14;1.0;1.5;29.0;0.82;48.6;1.88;0.21;33.3;0.86;36.8;0;0;0;0;0;0;0.0;0;0.0;0.0;3.2;0.5;12.59;19.0;7.86;3.77;0.5;179.27;33.32;0.05;0.73;0.86;0.5;0.0;1.5;1.67;2.18;1.09;0.45;2.23;-32.3;-1.44;35
Luca Koleosho;Burnley;ITA;MF,FW;19;15;974;1;1;1;2.0;1.3;0.09;0.09;0.09;0.18;0.12;Premier League;23;2.13;0.46;70.1;82.4;70.9;22.2;-0.3;0.27;0.87;0.13;0.6;0.0;27.73;2.2;42.3;2.59;0.56;6.9;0.47;15.4;0;0;0;0;0;0;0.0;0;0.0;0.0;5.0;-1.0;12.8;18.27;8.4;3.73;0.13;167.27;31.67;0.07;0.73;0.6;0.4;0.13;1.27;1.03;3.07;1.2;0.87;0.13;-13.4;-0.8500000000000001;35
Benson Manuel;Burnley;BEL;MF,FW;27;7;97;0;0;0;0.1;0.0;0.0;0.0;0.0;0.06;0.04;Premier League;4;3.71;1.86;81.1;100.0;72.2;66.7;0.0;0.29;0.14;0.0;0.43;0.0;10.43;0.57;36.4;5.63;0.00;0.0;0.14;3.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;6.14;7.57;3.71;1.86;0.29;84.57;14.14;0.03;0.14;0.0;0.29;0.29;0.0;0.44;0.71;0.14;0.43;0.0;-3.0;-0.38;35
Han-Noah Massengo;Burnley;FRA;MF,DF;22;3;16;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;50.0;71.4;25.0;0;0.0;0.33;0.33;0.0;0.33;0.0;5.33;0.0;0;0.00;0.00;0.0;0.33;0.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;2.0;4.0;1.67;0.33;0.0;24.67;14.0;0.0;0.0;0.33;0.0;0.0;0.0;0.23;0.33;0.0;0.0;0.0;-0.7;-0.23;35
Arijanet Muric;Burnley;KVX;GK;25;8;720;0;0;0;0.0;0.2;0.0;0.0;0.0;0.0;0.02;Premier League;0;0.00;0.00;68.4;98.2;96.3;46.2;-0.2;0.12;0.0;0.0;0.12;0.88;66.62;0.0;0;0.62;0.12;100.0;1.25;16.6;1;17.6;0.26;+6.6;12;1.50;82.5;0.0;7.88;5.25;0.0;0.0;42.12;61.62;7.0;19.62;15.38;1201.5;888.75;0.0;0.5;2.0;0.12;0.0;0.12;2.08;2.0;0.0;0.38;0.25;-16.6;-2.08;35
